ID,Host,Host_Type,Event,Tactic,Technique
2019_T05_028,nationals-t5-vdi-win01,Attacker,"{""endtime"":""2019-11-23T14:10:04.669948Z"",""timestamp"":""2019-11-23T14:10:04.127628Z"",""bytes"":14929,""src_mac"":""42:01:0A:00:FE:65"",""src_port"":51096,""bytes_in"":520,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":14409,""time_taken"":542400,""transport"":""tcp"",""flow_id"":""fb90882b-73ab-4f19-a2db-32dfde640a40"",""src_ip"":""10.0.254.101"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":14012,""http_content_type"":""text/html; charset=UTF-8"",""form_data"":""title=IT-Ops_Network-Infrastructure"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=Portal:IT_Operations"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=IT-Ops_Network-Infrastructure"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T05_029,nationals-t5-corp-corp-web-01,Victim,"{""endtime"":""2019-11-23T14:10:04.674501Z"",""timestamp"":""2019-11-23T14:10:04.132298Z"",""bytes"":14929,""src_mac"":""42:01:0A:00:01:01"",""src_port"":51096,""bytes_in"":520,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:01:1F"",""dest_port"":80,""bytes_out"":14409,""time_taken"":542493,""transport"":""tcp"",""flow_id"":""4e03cfab-2d70-4fb6-98c7-2d50eb5ba423"",""src_ip"":""10.0.254.101"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":14012,""http_content_type"":""text/html; charset=UTF-8"",""form_data"":""title=IT-Ops_Network-Infrastructure"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=Portal:IT_Operations"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=IT-Ops_Network-Infrastructure"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T05_030,nationals-t5-vdi-win01,Attacker,"{""endtime"":""2019-11-23T14:10:04.703182Z"",""timestamp"":""2019-11-23T14:10:04.691085Z"",""bytes"":318337,""src_mac"":""42:01:0A:00:FE:65"",""src_port"":51096,""bytes_in"":406,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":317931,""time_taken"":12224,""transport"":""tcp"",""flow_id"":""fb90882b-73ab-4f19-a2db-32dfde640a40"",""src_ip"":""10.0.254.101"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":317704,""http_content_type"":""image/png"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=IT-Ops_Network-Infrastructure"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_path"":""/images/0/00/Network-diagram.png"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T05_031,nationals-t5-corp-corp-web-01,Victim,"{""endtime"":""2019-11-23T14:10:04.707619Z"",""timestamp"":""2019-11-23T14:10:04.695839Z"",""bytes"":318337,""src_mac"":""42:01:0A:00:01:01"",""src_port"":51096,""bytes_in"":406,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:01:1F"",""dest_port"":80,""bytes_out"":317931,""time_taken"":12218,""transport"":""tcp"",""flow_id"":""4e03cfab-2d70-4fb6-98c7-2d50eb5ba423"",""src_ip"":""10.0.254.101"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":317704,""http_content_type"":""image/png"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=IT-Ops_Network-Infrastructure"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_path"":""/images/0/00/Network-diagram.png"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T06_001,nationals-t6-vdi-kali05,Attacker,root 19959 1 28.0 00:00:00 0.5 43252 53700 pts/0 S 00:01 nmap -sV_10.0.2.0/24,Discovery,Network Service Scanning
2019_T06_002,nationals-t6-vdi-kali05,Attacker,nmap -sV 10.0.2.0/24,Discovery,Network Service Scanning
2019_T06_003,nationals-t6-vdi-kali05,Attacker,root 21131 0 2.5 00:00:00 0.1 12116 22748 pts/4 S 00:02 psql -h_10.0.2.100_-U_postgres,Lateral Movement,Valid Accounts
2019_T06_004,nationals-t6-vdi-kali05,Attacker,"{""endtime"":""2019-11-23T02:20:11.838430Z"",""timestamp"":""2019-11-23T02:18:21.276434Z"",""bytes"":5004,""src_ip"":""10.0.254.205"",""src_mac"":""42:01:0A:00:FE:CD"",""src_port"":52580,""connection"":""10.0.2.100:5432"",""client_rtt"":33,""client_rtt_packets"":2,""client_rtt_sum"":67,""ack_packets_in"":4,""bytes_in"":1883,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":11,""app"":""ssl"",""server_rtt"":121,""server_rtt_packets"":1,""server_rtt_sum"":121,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":3121,""data_packets_out"":7,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":9,""tcp_status"":0,""time_taken"":110562029,""flow_id"":""158d3b87-3aa8-4508-8ed8-71d8cb9e07e7"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":1620}",Lateral Movement,Valid Accounts
2019_T06_005,nationals-t6-bank-core-01,Victim,"{""endtime"":""2019-11-23T02:20:11.839371Z"",""timestamp"":""2019-11-23T02:18:21.278083Z"",""bytes"":5004,""src_ip"":""10.0.254.205"",""src_mac"":""42:01:0A:00:02:01"",""src_port"":52580,""connection"":""10.0.2.100:5432"",""client_rtt"":454,""client_rtt_packets"":2,""client_rtt_sum"":909,""ack_packets_in"":4,""bytes_in"":1883,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":11,""app"":""ssl"",""server_rtt"":30,""server_rtt_packets"":1,""server_rtt_sum"":30,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:02:64"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":3121,""data_packets_out"":7,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":9,""tcp_status"":0,""time_taken"":110561742,""flow_id"":""9cbee845-d909-409a-85f0-6e605094bab1"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":904}",Lateral Movement,Valid Accounts
2019_T06_006,nationals-t6-vdi-kali01,Attacker,root 7701 1 5.4 00:00:00 0.2 15980 32900 pts/2 S 00:05 nmap 10.0.1.0/24,Discovery,Network Service Scanning
2019_T06_007,nationals-t6-vdi-kali01,Attacker,nmap 10.0.1.0/24,Discovery,Network Service Scanning
2019_T06_008,nationals-t6-vdi-kali03,Attacker,root 629337 1 0.0 00:00:00 0.0 2400 3220 pts/1 S 00:02 ftp 10.0.1.12,Lateral Movement,Valid Accounts
2019_T06_009,nationals-t6-vdi-kali03,Attacker,"{""endtime"":""2019-11-23T21:39:42.250535Z"",""timestamp"":""2019-11-23T21:38:50.218227Z"",""bytes"":1889,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:FE:CB"",""src_port"":32866,""connection"":""10.0.1.12:21"",""client_rtt"":6815,""client_rtt_packets"":6,""client_rtt_sum"":40890,""ack_packets_in"":8,""bytes_in"":988,""data_packets_in"":5,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":14,""app"":""ftp"",""server_rtt"":131,""server_rtt_packets"":1,""server_rtt_sum"":131,""dest_ip"":""10.0.1.12"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":21,""ack_packets_out"":3,""bytes_out"":901,""data_packets_out"":6,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":9,""tcp_status"":0,""time_taken"":52039123,""flow_id"":""cb777f8f-f7d6-4651-a7de-b8b325409f75"",""protocol_stack"":""ip:tcp:ftp"",""initial_rtt"":1351}",Lateral Movement,Valid Accounts
2019_T06_010,nationals-t6-corp-corp-wsus-01,Victim,"{""endtime"":""2019-11-23T21:39:44.846480Z"",""timestamp"":""2019-11-23T21:38:52.810525Z"",""bytes"":1889,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":32866,""connection"":""10.0.1.12:21"",""client_rtt"":7134,""client_rtt_packets"":6,""client_rtt_sum"":42804,""ack_packets_in"":8,""bytes_in"":988,""data_packets_in"":5,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":14,""app"":""ftp"",""server_rtt"":20,""server_rtt_packets"":1,""server_rtt_sum"":20,""dest_ip"":""10.0.1.12"",""dest_mac"":""42:01:0A:00:01:0C"",""dest_port"":21,""ack_packets_out"":3,""bytes_out"":901,""data_packets_out"":6,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":9,""tcp_status"":0,""time_taken"":52043089,""flow_id"":""f4db0eed-f5d7-49bb-9721-e3f8247c6ccd"",""protocol_stack"":""ip:tcp:ftp"",""initial_rtt"":828}",Lateral Movement,Valid Accounts
2019_T06_011,nationals-t6-vdi-kali05,Attacker,root 19959 1 28.0 00:00:00 0.5 43252 53700 pts/0 S 00:01 nmap -sV_10.0.2.0/24,Discovery,Network Service Scanning
2019_T06_012,nationals-t6-vdi-kali05,Attacker,nmap -sV 10.0.2.0/24,Discovery,Network Service Scanning
2019_T06_013,nationals-t6-vdi-kali05,Attacker,root 21131 0 2.5 00:00:00 0.1 12116 22748 pts/4 S 00:02 psql -h_10.0.2.100_-U_postgres,Lateral Movement,Valid Accounts
2019_T06_014,nationals-t6-vdi-kali05,Attacker,"{""endtime"":""2019-11-23T02:20:11.838430Z"",""timestamp"":""2019-11-23T02:18:21.276434Z"",""bytes"":5004,""src_ip"":""10.0.254.205"",""src_mac"":""42:01:0A:00:FE:CD"",""src_port"":52580,""connection"":""10.0.2.100:5432"",""client_rtt"":33,""client_rtt_packets"":2,""client_rtt_sum"":67,""ack_packets_in"":4,""bytes_in"":1883,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":11,""app"":""ssl"",""server_rtt"":121,""server_rtt_packets"":1,""server_rtt_sum"":121,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":3121,""data_packets_out"":7,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":9,""tcp_status"":0,""time_taken"":110562029,""flow_id"":""158d3b87-3aa8-4508-8ed8-71d8cb9e07e7"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":1620}",Lateral Movement,Valid Accounts
2019_T06_015,nationals-t6-bank-core-01,Victim,"{""endtime"":""2019-11-23T02:20:11.839371Z"",""timestamp"":""2019-11-23T02:18:21.278083Z"",""bytes"":5004,""src_ip"":""10.0.254.205"",""src_mac"":""42:01:0A:00:02:01"",""src_port"":52580,""connection"":""10.0.2.100:5432"",""client_rtt"":454,""client_rtt_packets"":2,""client_rtt_sum"":909,""ack_packets_in"":4,""bytes_in"":1883,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":11,""app"":""ssl"",""server_rtt"":30,""server_rtt_packets"":1,""server_rtt_sum"":30,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:02:64"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":3121,""data_packets_out"":7,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":9,""tcp_status"":0,""time_taken"":110561742,""flow_id"":""9cbee845-d909-409a-85f0-6e605094bab1"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":904}",Lateral Movement,Valid Accounts
2019_T06_016,nationals-t6-vdi-kali01,Attacker,root 7701 1 5.4 00:00:00 0.2 15980 32900 pts/2 S 00:05 nmap 10.0.1.0/24,Discovery,Network Service Scanning
2019_T06_017,nationals-t6-vdi-kali01,Attacker,nmap 10.0.1.0/24,Discovery,Network Service Scanning
2019_T06_018,nationals-t6-vdi-kali05,Attacker,root 19959 1 28.0 00:00:00 0.5 43252 53700 pts/0 S 00:01 nmap -sV_10.0.2.0/24,Discovery,Network Service Scanning
2019_T06_019,nationals-t6-vdi-kali05,Attacker,nmap -sV 10.0.2.0/24,Discovery,Network Service Scanning
2019_T06_020,nationals-t6-vdi-kali05,Attacker,root 19959 1 28.0 00:00:00 0.5 43252 53700 pts/0 S 00:01 nmap -sV_10.0.2.0/24,Discovery,Network Service Scanning
2019_T06_021,nationals-t6-vdi-kali05,Attacker,nmap -sV 10.0.2.0/24,Discovery,Network Service Scanning
2019_T06_022,nationals-t6-vdi-kali02,Attacker,dirb https://10.0.2.101,Discovery,Network Service Scanning
2019_T06_023,nationals-t6-vdi-kali05,Attacker,root 19959 1 28.0 00:00:00 0.5 43252 53700 pts/0 S 00:01 nmap -sV_10.0.2.0/24,Discovery,Network Service Scanning
2019_T06_024,nationals-t6-vdi-kali05,Attacker,nmap -sV 10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_001,nationals-t7-vdi-kali06,Attacker,root 9471 1 17.5 00:00:00 0.4 35460 79744 pts/0 S 00:02 nmap -sV_-Pn_-T4_10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_002,nationals-t7-vdi-kali06,Attacker,nmap -sV -Pn -T4 10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_003,nationals-t7-vdi-kali03,Attacker,root 2696 0 0.5 00:00:00 0.1 13080 32676 pts/0 S 00:06 psql -h_10.0.2.100_-U_postgres,Lateral Movement,Valid Accounts
2019_T07_004,nationals-t7-vdi-kali03,Attacker,"{""endtime"":""2019-11-23T14:00:34.624327Z"",""timestamp"":""2019-11-23T14:00:06.598796Z"",""bytes"":5070,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:FE:CB"",""src_port"":40580,""connection"":""10.0.2.100:5432"",""client_rtt"":10741,""client_rtt_packets"":4,""client_rtt_sum"":42966,""ack_packets_in"":5,""bytes_in"":1949,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":12,""app"":""ssl"",""server_rtt"":136,""server_rtt_packets"":1,""server_rtt_sum"":136,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":3121,""data_packets_out"":7,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":9,""tcp_status"":0,""time_taken"":28036272,""flow_id"":""40d061cf-1ff7-4d2c-9efd-ec2edd9d84bb"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":1104}",Lateral Movement,Valid Accounts
2019_T07_005,nationals-t7-bank-core-01,Victim,"{""endtime"":""2019-11-23T14:00:34.856219Z"",""timestamp"":""2019-11-23T14:00:06.828701Z"",""bytes"":5070,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:02:01"",""src_port"":40580,""connection"":""10.0.2.100:5432"",""client_rtt"":10963,""client_rtt_packets"":4,""client_rtt_sum"":43852,""ack_packets_in"":5,""bytes_in"":1949,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":12,""app"":""ssl"",""server_rtt"":22,""server_rtt_packets"":1,""server_rtt_sum"":22,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:02:64"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":3121,""data_packets_out"":7,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":9,""tcp_status"":0,""time_taken"":28038481,""flow_id"":""86ca2cce-fc87-458e-9009-97b00a2af160"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":605}",Lateral Movement,Valid Accounts
2019_T07_006,nationals-t7-vdi-kali06,Attacker,root 23799 1 6.0 00:00:00 0.2 15728 324828 pts/0 S 00:01 nmap -sU_-sT_-p0-65535_10.0.1.0/24,Discovery,Network Service Scanning
2019_T07_007,nationals-t7-vdi-kali03,Attacker,root 31296 0 0.0 00:00:00 0.0 2356 8544 pts/0 S 00:08 ftp 10.0.1.12,Lateral Movement,Valid Accounts
2019_T07_008,nationals-t7-vdi-kali03,Attacker,"{""endtime"":""2019-11-23T01:28:30.664389Z"",""timestamp"":""2019-11-23T01:27:06.329655Z"",""bytes"":2761,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:FE:CB"",""src_port"":48066,""connection"":""10.0.1.12:21"",""client_rtt"":6128,""client_rtt_packets"":7,""client_rtt_sum"":42897,""ack_packets_in"":9,""bytes_in"":1319,""data_packets_in"":8,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":18,""app"":""ftp"",""server_rtt"":200,""server_rtt_packets"":1,""server_rtt_sum"":200,""dest_ip"":""10.0.1.12"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":21,""ack_packets_out"":3,""bytes_out"":1442,""data_packets_out"":11,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":14,""tcp_status"":0,""time_taken"":84340862,""flow_id"":""daf6c550-cddc-4f53-ac03-840adce4cdd3"",""protocol_stack"":""ip:tcp:ftp"",""initial_rtt"":1824}",Lateral Movement,Valid Accounts
2019_T07_009,nationals-t7-corp-corp-wsus-01,Victim,"{""endtime"":""2019-11-23T01:28:30.820643Z"",""timestamp"":""2019-11-23T01:27:06.486748Z"",""bytes"":2761,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":48066,""connection"":""10.0.1.12:21"",""client_rtt"":6385,""client_rtt_packets"":7,""client_rtt_sum"":44697,""ack_packets_in"":9,""bytes_in"":1319,""data_packets_in"":8,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":18,""app"":""ftp"",""server_rtt"":52,""server_rtt_packets"":1,""server_rtt_sum"":52,""dest_ip"":""10.0.1.12"",""dest_mac"":""42:01:0A:00:01:0C"",""dest_port"":21,""ack_packets_out"":3,""bytes_out"":1442,""data_packets_out"":11,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":14,""tcp_status"":0,""time_taken"":84340280,""flow_id"":""ecfa0e54-4dfc-4281-8f2f-c21cb0339bd6"",""protocol_stack"":""ip:tcp:ftp"",""initial_rtt"":977}",Lateral Movement,Valid Accounts
2019_T07_010,nationals-t7-vdi-kali06,Attacker,root 9471 1 17.5 00:00:00 0.4 35460 79744 pts/0 S 00:02 nmap -sV_-Pn_-T4_10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_011,nationals-t7-vdi-kali06,Attacker,nmap -sV -Pn -T4 10.0.2.0/24,Discovery,Network Service Scanning
2019_T07_012,nationals-t7-vdi-kali03,Attacker,root 2696 0 0.5 00:00:00 0.1 13080 32676 pts/0 S 00:06 psql -h_10.0.2.100_-U_postgres,Lateral Movement,Valid Accounts
2019_T07_013,nationals-t7-vdi-kali03,Attacker,"{""endtime"":""2019-11-23T14:00:34.624327Z"",""timestamp"":""2019-11-23T14:00:06.598796Z"",""bytes"":5070,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:FE:CB"",""src_port"":40580,""connection"":""10.0.2.100:5432"",""client_rtt"":10741,""client_rtt_packets"":4,""client_rtt_sum"":42966,""ack_packets_in"":5,""bytes_in"":1949,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":12,""app"":""ssl"",""server_rtt"":136,""server_rtt_packets"":1,""server_rtt_sum"":136,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":3121,""data_packets_out"":7,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":9,""tcp_status"":0,""time_taken"":28036272,""flow_id"":""40d061cf-1ff7-4d2c-9efd-ec2edd9d84bb"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":1104}",Lateral Movement,Valid Accounts
2019_T07_014,nationals-t7-bank-core-01,Victim,"{""endtime"":""2019-11-23T14:00:34.856219Z"",""timestamp"":""2019-11-23T14:00:06.828701Z"",""bytes"":5070,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:02:01"",""src_port"":40580,""connection"":""10.0.2.100:5432"",""client_rtt"":10963,""client_rtt_packets"":4,""client_rtt_sum"":43852,""ack_packets_in"":5,""bytes_in"":1949,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":12,""app"":""ssl"",""server_rtt"":22,""server_rtt_packets"":1,""server_rtt_sum"":22,""dest_ip"":""10.0.2.100"",""dest_mac"":""42:01:0A:00:02:64"",""dest_port"":5432,""ack_packets_out"":2,""bytes_out"":3121,""data_packets_out"":7,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":9,""tcp_status"":0,""time_taken"":28038481,""flow_id"":""86ca2cce-fc87-458e-9009-97b00a2af160"",""protocol_stack"":""ip:tcp:postgres:ssl:unknown"",""initial_rtt"":605}",Lateral Movement,Valid Accounts
2019_T07_015,nationals-t7-vdi-kali03,Attacker,root 6435 1 61.1 00:00:04 1.5 119432 259936 pts/1 R 00:08 metasploit-framewo /opt/metasploit-framework/bin/../embedded/framework/msfconsole,Pre-Attack,Pre-Attack
2019_T07_016,nationals-t7-vdi-kali01,Attacker,root 9203 1 1.6 00:00:00 0.2 16596 295500 pts/0 S 00:03 nmap -sU_-sT_-p-_10.0.11.0/24_-o_11sub.nmap,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T07_017,nationals-t7-vdi-kali01,Attacker,nmap -sU -sT -p- 10.0.11.0/24 -o 11sub.nmap,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T07_018,nationals-t7-vdi-kali03,Attacker,root 8187 0 0.5 00:00:00 0.2 15552 32768 pts/0 S 00:08 nmap 10.0.12.0/24,Discovery,Network Service Scanning
2019_T07_019,nationals-t7-vdi-kali03,Attacker,nmap 10.0.12.0/24,Discovery,Network Service Scanning
2019_T07_020,nationals-t7-vdi-kali06,Attacker,root 10503 0 5.7 00:00:00 0.4 35596 79428 pts/0 S 00:08 nmap -sV_-T4_10.0.10.0/24,Discovery,Network Service Scanning
2019_T07_021,nationals-t7-vdi-kali06,Attacker,nmap -sV -T4 10.0.10.0/24,Discovery,Network Service Scanning
2019_T07_022,nationals-t7-vdi-kali01,Attacker,"{""endtime"":""2019-11-23T15:23:40.706027Z"",""timestamp"":""2019-11-23T15:23:34.376124Z"",""bytes"":725,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":41788,""connection"":""10.0.11.201:3389"",""client_rtt"":19,""client_rtt_packets"":1,""client_rtt_sum"":19,""ack_packets_in"":3,""bytes_in"":380,""data_packets_in"":1,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":5,""app"":""rdp"",""server_rtt"":28353,""server_rtt_packets"":2,""server_rtt_sum"":56707,""refused"":1,""dest_ip"":""10.0.11.201"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":3389,""ack_packets_out"":4,""bytes_out"":345,""data_packets_out"":1,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":5,""tcp_status"":0,""time_taken"":6329922,""flow_id"":""b67b9673-ad08-4d4b-8a4f-6c8efdda772c"",""protocol_stack"":""ip:tcp:cotp:mcs:rdp"",""initial_rtt"":399}",Lateral Movement,"Valid Accounts, Remote Services"
2019_T07_023,nationals-t7-metro-metro-tlr-01,Victim,"{""endtime"":""2019-11-23T15:23:41.780672Z"",""timestamp"":""2019-11-23T15:23:35.450372Z"",""bytes"":725,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:0B:01"",""src_port"":41788,""connection"":""10.0.11.201:3389"",""client_rtt"":96,""client_rtt_packets"":1,""client_rtt_sum"":96,""ack_packets_in"":3,""bytes_in"":380,""data_packets_in"":1,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":5,""app"":""rdp"",""server_rtt"":27834,""server_rtt_packets"":2,""server_rtt_sum"":55668,""refused"":1,""dest_ip"":""10.0.11.201"",""dest_mac"":""42:01:0A:00:0B:C9"",""dest_port"":3389,""ack_packets_out"":4,""bytes_out"":345,""data_packets_out"":1,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":5,""tcp_status"":0,""time_taken"":6330396,""flow_id"":""9c04a3c6-42f5-4f30-b706-3505cb027f62"",""protocol_stack"":""ip:tcp:cotp:mcs:rdp"",""initial_rtt"":336}",Lateral Movement,"Valid Accounts, Remote Services"
2019_T07_024,nationals-t7-vdi-kali01,Attacker,"{""endtime"":""2019-11-23T15:23:46.678077Z"",""timestamp"":""2019-11-23T15:23:40.400097Z"",""bytes"":725,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":38542,""connection"":""10.0.11.202:3389"",""client_rtt"":17,""client_rtt_packets"":1,""client_rtt_sum"":17,""ack_packets_in"":3,""bytes_in"":380,""data_packets_in"":1,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":5,""app"":""rdp"",""server_rtt"":32370,""server_rtt_packets"":2,""server_rtt_sum"":64741,""refused"":1,""dest_ip"":""10.0.11.202"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":3389,""ack_packets_out"":4,""bytes_out"":345,""data_packets_out"":1,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":5,""tcp_status"":0,""time_taken"":6277997,""flow_id"":""1973ff1b-1e7a-4d69-b0e4-64c749b991dc"",""protocol_stack"":""ip:tcp:cotp:mcs:rdp"",""initial_rtt"":250}",Lateral Movement,"Valid Accounts, Remote Services"
2019_T07_025,nationals-t7-metro-metro-tlr-02,Victim,"{""endtime"":""2019-11-23T15:23:47.756646Z"",""timestamp"":""2019-11-23T15:23:41.478264Z"",""bytes"":725,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:0B:01"",""src_port"":38542,""connection"":""10.0.11.202:3389"",""client_rtt"":224,""client_rtt_packets"":1,""client_rtt_sum"":224,""ack_packets_in"":3,""bytes_in"":380,""data_packets_in"":1,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":5,""app"":""rdp"",""server_rtt"":32245,""server_rtt_packets"":2,""server_rtt_sum"":64491,""refused"":1,""dest_ip"":""10.0.11.202"",""dest_mac"":""42:01:0A:00:0B:CA"",""dest_port"":3389,""ack_packets_out"":4,""bytes_out"":345,""data_packets_out"":1,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":5,""tcp_status"":0,""time_taken"":6278606,""flow_id"":""957e95e4-658d-4b82-8137-dde5fa46b287"",""protocol_stack"":""ip:tcp:cotp:mcs:rdp"",""initial_rtt"":313}",Lateral Movement,"Valid Accounts, Remote Services"
