ID,Host,Host_Type,Event,Tactic,Technique
2019_T10_006,nationals-t10-vdi-kali01,Attacker,root 29882 1 4.2 00:00:00 0.2 15812 32900 pts/0 S 00:07 nmap 10.0.1.0/24,Discovery,Network Service Scanning
2019_T10_007,nationals-t10-vdi-kali01,Attacker,nmap 10.0.1.0/24,Discovery,Network Service Scanning
2019_T10_008,nationals-t10-vdi-kali01,Attacker,root 2447 1 0.0 00:00:00 0.0 2268 8544 pts/5 S 00:07 ftp 10.0.1.12,Lateral Movement,Valid Accounts
2019_T10_009,nationals-t10-vdi-kali01,Attacker,"{""endtime"":""2019-11-23T01:39:26.551376Z"",""timestamp"":""2019-11-23T01:39:13.790624Z"",""bytes"":2096,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":58020,""connection"":""10.0.1.12:21"",""client_rtt"":12185,""client_rtt_packets"":7,""client_rtt_sum"":85295,""ack_packets_in"":9,""bytes_in"":1136,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":16,""app"":""ftp"",""server_rtt"":105,""server_rtt_packets"":1,""server_rtt_sum"":105,""dest_ip"":""10.0.1.12"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":21,""ack_packets_out"":3,""bytes_out"":960,""data_packets_out"":7,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":10,""tcp_status"":0,""time_taken"":12772937,""flow_id"":""dd436d51-378d-4a27-b556-3843353f145f"",""protocol_stack"":""ip:tcp:ftp"",""initial_rtt"":1852}",Lateral Movement,Valid Accounts
2019_T10_010,nationals-t10-corp-corp-wsus-01,Victim,"{""endtime"":""2019-11-23T01:39:26.301035Z"",""timestamp"":""2019-11-23T01:39:13.541284Z"",""bytes"":2096,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":58020,""connection"":""10.0.1.12:21"",""client_rtt"":12430,""client_rtt_packets"":7,""client_rtt_sum"":87014,""ack_packets_in"":9,""bytes_in"":1136,""data_packets_in"":6,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":16,""app"":""ftp"",""server_rtt"":24,""server_rtt_packets"":1,""server_rtt_sum"":24,""dest_ip"":""10.0.1.12"",""dest_mac"":""42:01:0A:00:01:0C"",""dest_port"":21,""ack_packets_out"":3,""bytes_out"":960,""data_packets_out"":7,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":10,""tcp_status"":0,""time_taken"":12772181,""flow_id"":""0a305b68-d4b4-4544-8f9d-49f0724ae0a3"",""protocol_stack"":""ip:tcp:ftp"",""initial_rtt"":990}",Lateral Movement,Valid Accounts
2019_T10_011,nationals-t10-vdi-kali05,Attacker,root 21789 1 5.5 00:00:00 0.5 41784 86204 pts/0 S 00:09 nmap -sC_-sV_-oA_two_10.0.2.0/24,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T10_012,nationals-t10-vdi-kali05,Attacker,nmap -sC -sV -oA two 10.0.2.0/24,"Discovery, Collection","Network Service Scanning, Automated Collection"
2019_T10_013,nationals-t10-vdi-kali05,Attacker,"{""endtime"":""2019-11-23T00:52:27.458774Z"",""timestamp"":""2019-11-23T00:52:26.958707Z"",""bytes"":6327,""src_mac"":""42:01:0A:00:FE:CD"",""src_port"":50624,""bytes_in"":192,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":6135,""time_taken"":500087,""transport"":""tcp"",""flow_id"":""ad17c2fd-1761-41dc-b837-d6560dcf28bb"",""src_ip"":""10.0.254.205"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""form_data"":""ReturnUrl=%2F"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Kestrel"",""status"":200,""uri_query"":""ReturnUrl=%2F"",""uri_path"":""/Account/Login"",""http_user_agent"":""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T10_014,nationals-t10-bank-reports-01,Victim,"{""endtime"":""2019-11-23T00:52:27.458746Z"",""timestamp"":""2019-11-23T00:52:26.958808Z"",""bytes"":6327,""src_mac"":""42:01:0A:00:02:01"",""src_port"":50624,""bytes_in"":192,""dest_ip"":""10.0.2.103"",""dest_mac"":""42:01:0A:00:02:67"",""dest_port"":80,""bytes_out"":6135,""time_taken"":500171,""transport"":""tcp"",""flow_id"":""3bc60291-d1c8-493a-a405-aecdee1396d6"",""src_ip"":""10.0.254.205"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""text/html; charset=utf-8"",""form_data"":""ReturnUrl=%2F"",""site"":""reports-01.bank.dinobank.us"",""http_method"":""GET"",""server"":""Kestrel"",""status"":200,""uri_query"":""ReturnUrl=%2F"",""uri_path"":""/Account/Login"",""http_user_agent"":""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"",""protocol_stack"":""ip:tcp:http""}","Discovery, Collection",Manual Search for Sensitive Information in Webpages
2019_T10_015,nationals-t10-vdi-kali01,Attacker,root 29882 1 4.2 00:00:00 0.2 15812 32900 pts/0 S 00:07 nmap 10.0.1.0/24,Discovery,Network Service Scanning
2019_T10_016,nationals-t10-vdi-kali01,Attacker,nmap 10.0.1.0/24,Discovery,Network Service Scanning
2019_T10_017,nationals-t10-vdi-win04,Attacker,"{""endtime"":""2019-11-23T02:10:23.146415Z"",""timestamp"":""2019-11-23T02:10:22.756941Z"",""bytes"":14282,""src_mac"":""42:01:0A:00:FE:68"",""src_port"":50202,""bytes_in"":506,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":13776,""time_taken"":389474,""transport"":""tcp"",""flow_id"":""b49f863a-aed0-4098-96b5-eca17e7307ca"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":13379,""http_content_type"":""text/html; charset=UTF-8"",""form_data"":""title=IT-Ops_Workstations"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=Special:AllPages"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=IT-Ops_Workstations"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T10_018,nationals-t10-corp-corp-web-01,Victim,"{""endtime"":""2019-11-23T02:10:23.004968Z"",""timestamp"":""2019-11-23T02:10:22.615809Z"",""bytes"":14282,""src_mac"":""42:01:0A:00:01:01"",""src_port"":50202,""bytes_in"":506,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:01:1F"",""dest_port"":80,""bytes_out"":13776,""time_taken"":389159,""transport"":""tcp"",""flow_id"":""63a7acad-6572-407d-af24-eb8f71141de1"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":13379,""http_content_type"":""text/html; charset=UTF-8"",""form_data"":""title=IT-Ops_Workstations"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=Special:AllPages"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=IT-Ops_Workstations"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T10_019,nationals-t10-vdi-win04,Attacker,"{""endtime"":""2019-11-23T02:10:28.213167Z"",""timestamp"":""2019-11-23T02:10:27.045768Z"",""bytes"":14057,""src_mac"":""42:01:0A:00:FE:68"",""src_port"":50202,""bytes_in"":501,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":13556,""time_taken"":1167399,""transport"":""tcp"",""flow_id"":""b49f863a-aed0-4098-96b5-eca17e7307ca"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":13159,""http_content_type"":""text/html; charset=UTF-8"",""form_data"":""title=Network_Access"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=Special:AllPages"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=Network_Access"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2019_T10_020,nationals-t10-corp-corp-web-01,Victim,"{""endtime"":""2019-11-23T02:10:28.071707Z"",""timestamp"":""2019-11-23T02:10:26.904537Z"",""bytes"":14057,""src_mac"":""42:01:0A:00:01:01"",""src_port"":50202,""bytes_in"":501,""dest_ip"":""10.0.1.31"",""dest_mac"":""42:01:0A:00:01:1F"",""dest_port"":80,""bytes_out"":13556,""time_taken"":1167170,""transport"":""tcp"",""flow_id"":""63a7acad-6572-407d-af24-eb8f71141de1"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":13159,""http_content_type"":""text/html; charset=UTF-8"",""form_data"":""title=Network_Access"",""site"":""10.0.1.31"",""http_method"":""GET"",""http_referrer"":""http://10.0.1.31/index.php?title=Special:AllPages"",""server"":""Microsoft-IIS/10.0"",""status"":200,""uri_query"":""title=Network_Access"",""uri_path"":""/index.php"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Local System
2018_T01_001,t1-vdi-kali05,Attacker,root 13433 0 14.5 00:00:00 0.8 64908 81868 pts/0 S 00:06 nmap -sV_-sC_-O_-v_-A_10.0.1.0/24_-T_5,Discovery,Network Service Scanning
2018_T01_002,t1-vdi-kali05,Attacker,root 25293 0 28.5 00:00:00 0.8 64172 83640 pts/0 S 00:02 nmap -sV_-sC_-O_-v_-A_10.0.2.0/24_-v_-T_5_-oN_automotivescan.txt,Discovery,Network Service Scanning
2018_T01_003,t1-vdi-kali05,Attacker,root 26519 1 7.2 00:00:00 0.8 64256 83776 pts/1 S 00:11 nmap -sV_-sC_-O_-v_-A_10.0.0.0/24_-v__T_5_-oN_corporatenetwork.txt,Discovery,Network Service Scanning
2018_T01_004,t1-vdi-kali06,Attacker,root 12720 0 0.0 00:00:00 0.0 3108 6972 pts/0 S 00:22 bash ./onetwopunch.sh_-t_production.txt_-i_ens4,Discovery,Network Service Scanning
2018_T01_005,t1-vdi-kali06,Attacker,root 13471 0 0.0 00:00:00 0.0 3188 6972 pts/0 S 00:26 bash ./onetwopunch.sh_-t_corporate.txt_-i_ens4,Discovery,Network Service Scanning
2018_T01_006,t1-vdi-kali06,Attacker,root 5896 1 0.0 00:00:00 0.0 3188 6972 pts/3 S 00:19 bash ./onetwopunch.sh_-t_newcorp.txt_-i_ens4,Discovery,Network Service Scanning
2018_T01_007,t1-vdi-kali06,Attacker,root 25195 1 0.0 00:00:00 0.0 3096 6972 pts/4 S 00:07 bash ./onetwopunch.sh_-t_bob.txt_-i_ens4,Discovery,Network Service Scanning
2018_T01_008,t1-vdi-kali06,Attacker,"root 20112 1 0.0 00:00:00 0.5 39408 56364 pts/0 S 00:00 nmap -e_ens4_-sV_-oX_/root/.onetwopunch/ndir/10.0.0.20-tcp.xml_-oG_/root/.onetwopunch/ndir/10.0.0.20-tcp.grep_-p_22,3000,27017,_10.0.0.20",Discovery,Network Service Scanning
2018_T01_009,t1-corp-talk-00,Victim,2018-11-03T15:12:39.154+0000 I NETWORK [listener] connection accepted from 10.0.254.206:57940 #26 (21 connections now open),"Credential Access, Initial Access","Brute Force, Valid Accounts"
2018_T01_010,t1-vdi-kali06,Attacker,root 27160 1 0.2 00:00:00 0.4 36492 764528 pts/1 S 00:27 mongo --port_27017_10.0.0.20,Credential Access,Brute Force
2018_T01_011,t1-vdi-kali06,Attacker,Proto Recv-Q Send-Q LocalAddress ForeignAddress State ... tcp 0 0 10.0.254.206:57940 10.0.0.20:27017 ESTAB ...,Initial Access,Valid Accounts
2018_T01_012,t1-corp-talk-00,Victim,"{""timestamp"":""2018-11-03T15:15:41.245138+0000"",""flow_id"":1368912292173981,""in_iface"":""ens4"",""event_type"":""alert"",""src_ip"":""10.0.254.206"",""src_port"":57940,""dest_ip"":""10.0.0.20"",""dest_port"":27017,""proto"":""TCP"",""alert"":{""action"":""allowed"",""gid"":1,""signature_id"":2809505,""rev"":1,""signature"":""ETPRO ATTACK_RESPONSE MongoDB Database Enumeration Request"",""category"":""Successful Administrator Privilege Gain"",""severity"":1},""app_proto"":""failed"",""payload"":""DgEAAAAAAAAAAAAA1AcAAAAAAABhZG1pbi4kY21kAAAAAAABAAAA5wAAABBpc01hc3RlcgABAAAAA2NsaWVudADMAAAAA2FwcGxpY2F0aW9uAB0AAAACbmFtZQAOAAAATW9uZ29EQiBTaGVsbAAAA2RyaXZlcgA6AAAAAm5hbWUAGAAAAE1vbmdvREIgSW50ZXJuYWwgQ2xpZW50AAJ2ZXJzaW9uAAYAAAAzLjYuMwAAA29zAFcAAAACdHlwZQAGAAAATGludXgAAm5hbWUABQAAAEthbGkAAmFyY2hpdGVjdHVyZQAHAAAAeDg2XzY0AAJ2ZXJzaW9uAA0AAABrYWxpLXJvbGxpbmcAAAAAOQAAAAEAAAAAAAAA3QcAAAAAAAAAJAAAABB3aGF0c215dXJpAAEAAAACJGRiAAYAAABhZG1pbgAAPAAAAAIAAAAAAAAA3QcAAAAAAAAAJwAAAAFidWlsZGluZm8AAAAAAAAA8D8CJGRiAAYAAABhZG1pbgAARQAAAAMAAAAAAAAA3QcAAAAAAAAAMAAAAAJnZXRMb2cAEAAAAHN0YXJ0dXBXYXJuaW5ncwACJGRiAAYAAABhZG1pbgAATAAAAAQAAAAAAAAA3QcAAAAAAAAANwAAAAFpc01hc3RlcgAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIABQAAAHRlc3QAADsAAAAFAAAAAAAAAN0HAAAAAAAAACYAAAABYnVpbGRJbmZvAAAAAAAAAPA\/AiRkYgAFAAAAdGVzdAAATAAAAAYAAAAAAAAA3QcAAAAAAAAANwAAAAFpc01hc3RlcgAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIABQAAAHRlc3QAAFUAAAAHAAAAAAAAAN0HAAAAAAAAAEAAAAABcmVwbFNldEdldFN0YXR1cwAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIABgAAAGFkbWluAAA7AAAACAAAAAAAAADdBwAAAAAAAAAmAAAAAWhvc3RJbmZvAAAAAAAAAPA\/AiRkYgAGAAAAYWRtaW4AAEwAAAAJAAAAAAAAAN0HAAAAAAAAADcAAAABaXNNYXN0ZXIAAAAAAAAA8D8BZm9yU2hlbGwAAAAAAAAA8D8CJGRiAAUAAAB0ZXN0AAA7AAAACgAAAAAAAADdBwAAAAAAAAAmAAAAAXVzZXJzSW5mbwAAAAAAAADwPwIkZGIABQAAAHRlc3QAAEwAAAALAAAAAAAAAN0HAAAAAAAAADcAAAABaXNNYXN0ZXIAAAAAAAAA8D8BZm9yU2hlbGwAAAAAAAAA8D8CJGRiAAUAAAB0ZXN0AAA7AAAADAAAAAAAAADdBwAAAAAAAAAmAAAAAXVzZXJzSW5mbwAAAAAAAADwPwIkZGIABQAAAHRlc3QAAEwAAAANAAAAAAAAAN0HAAAAAAAAADcAAAABaXNNYXN0ZXIAAAAAAAAA8D8BZm9yU2hlbGwAAAAAAAAA8D8CJGRiAAUAAAB0ZXN0AABAAAAADgAAAAAAAADdBwAAAAAAAAArAAAAAWxpc3REYXRhYmFzZXMAAAAAAAAA8D8CJGRiAAYAAABhZG1pbgAATAAAAA8AAAAAAAAA3QcAAAAAAAAANwAAAAFpc01hc3RlcgAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIABQAAAHRlc3QAAFIAAAAQAAAAAAAAAN0HAAAAAAAAAD0AAAABaXNNYXN0ZXIAAAAAAAAA8D8BZm9yU2hlbGwAAAAAAAAA8D8CJGRiAAsAAAByb2NrZXRjaGF0AABUAAAAEQAAAAAAAADdBwAAAAAAAAA\/AAAAAWxpc3RDb2xsZWN0aW9ucwAAAAAAAADwPwNmaWx0ZXIABQAAAAACJGRiAAsAAAByb2NrZXRjaGF0AABSAAAAEgAAAAAAAADdBwAAAAAAAAA9AAAAAWlzTWFzdGVyAAAAAAAAAPA\/AWZvclNoZWxsAAAAAAAAAPA\/AiRkYgALAAAAcm9ja2V0Y2hhdAAAYAAAABMAAAAAAAAA3QcAAAAAAAAASwAAAAJmaW5kABsAAAByb2NrZXRjaGF0X3VzZXJfZGF0YV9maWxlcwADZmlsdGVyAAUAAAAAAiRkYgALAAAAcm9ja2V0Y2hhdAAAUgAAABQAAAAAAAAA3QcAAAAAAAAAPQAAAAFpc01hc3RlcgAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIACwAAAHJvY2tldGNoYXQAAEsAAAAVAAAAAAAAAN0HAAAAAAAAADYAAAACZmluZAAGAAAAdXNlcnMAA2ZpbHRlcgAFAAAAAAIkZGIACwAAAHJvY2tldGNoYXQAAFIAAAAWAAAAAAAAAN0HAAAAAAAAAD0AAAABaXNNYXN0ZXIAAAAAAAAA8D8BZm9yU2hlbGwAAAAAAAAA8D8CJGRiAAsAAAByb2NrZXRjaGF0AABSAAAAFwAAAAAAAADdBwAAAAAAAAA9AAAAAWlzTWFzdGVyAAAAAAAAAPA\/AWZvclNoZWxsAAAAAAAAAPA\/AiRkYgALAAAAcm9ja2V0Y2hhdAAAUgAAABgAAAAAAAAA3QcAAAAAAAAAPQAAAAFpc01hc3RlcgAAAAAAAADwPwFmb3JTaGVsbAAAAAAAAADwPwIkZGIACwAAAHJvY2tldGNoYXQAAA=="",""stream"":1,""packet"":""QgEKAAAUQgEKAAABCABFAAA0WWxAAEAGznUKAP7OCgAAFOJUaYlk3RhzMLOLjYARBC+WaAAAAQEICuGRS7hjbrMa"",""packet_info"":{""linktype"":1}}",Privilege Escalation,Exploitation for Privilege Escalation
2018_T01_013,t7-corp-talk-00,Victim,"{""endtime"":""2018-11-03T15:58:29.651467Z"",""timestamp"":""2018-11-03T15:58:29.647036Z"",""bytes"":982,""src_mac"":""42:01:0A:00:00:01"",""src_port"":58894,""bytes_in"":626,""dest_ip"":""10.0.0.20"",""dest_mac"":""42:01:0A:00:00:14"",""dest_port"":3000,""bytes_out"":356,""time_taken"":4536,""transport"":""tcp"",""flow_id"":""6f6d15cb-dba4-40f7-bb7b-dc88dfa904e7"",""src_ip"":""10.0.254.201"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_type"":""application/json"",""cookie"":""connect.sid=s%3AfYJrRR89aOj3feN7pjvObnM56PdyBjW4.Ha4IuN8YprWrnoCTp6Ad2XvW29gMVmQWg1NWe0fwssI; rc_uid=2zaizTrt4tchtWbrX; rc_token=C1wyZDQcPkkag6gLdtMZThHWLEjIYxyT4IKvdBIP3mW"",""site"":""10.0.0.20:3000"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.20:3000/home"",""status"":200,""uri_path"":""/api/apps/languages"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"",""protocol_stack"":""ip:tcp:http""}",Privilege Escalation,Valid Accounts
2018_T01_014,t7-corp-mail-00,Victim,Nov 3 16:00:27 mail-00 sshd[15437]: Accepted password for jerrold.reddick from 10.0.254.206 port 37360 ssh2,Lateral Movement,"Valid Accounts, Remote Services"
2018_T01_015,t1-vdi-kali06,Attacker,root 10713 1 0.0 00:00:00 0.0 6300 14844 pts/1 S 00:20 ssh jerrold.reddick@10.0.0.22,Lateral Movement,"Valid Accounts, Remote Services"
2018_T01_016,t1-vdi-kali05,Attacker,root 26519 1 7.2 00:00:00 0.8 64256 83776 pts/1 S 00:11 nmap -sV_-sC_-O_-v_-A_10.0.0.0/24_-v__T_5_-oN_corporatenetwork.txt,Discovery,Network Service Scanning
2018_T01_017,t1-corp-onramp-00,Victim,"{""endtime"":""2018-11-03T14:39:18.809084Z"",""timestamp"":""2018-11-03T14:39:18.801236Z"",""bytes"":4763,""src_mac"":""42:01:0A:00:00:01"",""src_port"":60402,""bytes_in"":198,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:00:B0"",""dest_port"":80,""bytes_out"":4565,""time_taken"":7935,""transport"":""tcp"",""flow_id"":""b086b5de-9bf2-45d7-a1da-a90e6a43e85c"",""src_ip"":""10.0.254.205"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":4330,""http_content_type"":""text/html; charset=utf-8"",""site"":""nationals-t1-corp-onramp-00.c.security-competitions.internal"",""http_method"":""GET"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/"",""http_user_agent"":""Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"",""protocol_stack"":""ip:tcp:http""}",Discovery,Network Service Scanning
2018_T01_018,t1-corp-onramp-00,Victim,"{""endtime"":""2018-11-03T16:19:55.424118Z"",""timestamp"":""2018-11-03T16:19:55.422436Z"",""bytes"":734,""src_mac"":""42:01:0A:00:00:01"",""src_port"":50253,""bytes_in"":418,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:00:B0"",""dest_port"":80,""bytes_out"":316,""time_taken"":1682,""transport"":""tcp"",""flow_id"":""96b11df7-3ab9-4b0f-8fae-0c0458be6362"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":73,""http_content_type"":""application/json; charset=utf-8"",""site"":""10.0.0.176"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.176/about"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/api/v1"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Initial Access,Drive-by Compromise
2018_T01_019,t1-corp-onramp-00,Victim,"{""endtime"":""2018-11-03T16:19:59.233568Z"",""timestamp"":""2018-11-03T16:19:59.231136Z"",""bytes"":18777,""src_mac"":""42:01:0A:00:00:01"",""src_port"":50253,""bytes_in"":430,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:00:B0"",""dest_port"":80,""bytes_out"":18347,""time_taken"":2552,""transport"":""tcp"",""flow_id"":""96b11df7-3ab9-4b0f-8fae-0c0458be6362"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":18013,""http_content_type"":""application/json; charset=UTF-8"",""site"":""10.0.0.176"",""http_method"":""GET"",""http_referrer"":""http://10.0.0.176/about"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/public/apidoc.json"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}",Initial Access,Drive-by Compromise
2018_T01_020,t1-corp-onramp-00,Victim,"{""endtime"":""2018-11-03T21:31:40.591992Z"",""timestamp"":""2018-11-03T21:31:40.571760Z"",""bytes"":838,""src_mac"":""42:01:0A:00:00:01"",""src_port"":52498,""bytes_in"":554,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:00:B0"",""dest_port"":80,""bytes_out"":284,""time_taken"":21231,""transport"":""tcp"",""flow_id"":""cf05cfef-f6cd-48b9-a08b-13b4fb0c6640"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":41,""http_content_type"":""application/json; charset=utf-8"",""form_data"":""userName=jerrold.reddick&groupName=Administrators"",""site"":""10.0.0.176"",""http_method"":""POST"",""http_referrer"":""http://10.0.0.176/users/checkGroupMembership"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/api/v1/addUserToGroup"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Privilege Escalation, Persistence","Exploitation for Privilege Escalation, Account Manipulation"
2018_T01_021,t1-corp-onramp-00,Victim,"{""endtime"":""2018-11-03T21:34:43.884478Z"",""timestamp"":""2018-11-03T21:34:43.851100Z"",""bytes"":837,""src_mac"":""42:01:0A:00:00:01"",""src_port"":52925,""bytes_in"":553,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:00:B0"",""dest_port"":80,""bytes_out"":284,""time_taken"":34076,""transport"":""tcp"",""flow_id"":""b91e1518-0300-4622-a465-6994ff2f90c8"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":41,""http_content_type"":""application/json; charset=utf-8"",""form_data"":""userName=jerrold.reddick&groupName=Domain Admins"",""site"":""10.0.0.176"",""http_method"":""POST"",""http_referrer"":""http://10.0.0.176/users/checkGroupMembership"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/api/v1/addUserToGroup"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Privilege Escalation, Persistence","Exploitation for Privilege Escalation, Account Manipulation"
2018_T01_022,t1-corp-onramp-00,Victim,"{""endtime"":""2018-11-03T21:36:18.794429Z"",""timestamp"":""2018-11-03T21:36:18.775098Z"",""bytes"":844,""src_mac"":""42:01:0A:00:00:01"",""src_port"":53132,""bytes_in"":560,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:00:B0"",""dest_port"":80,""bytes_out"":284,""time_taken"":20060,""transport"":""tcp"",""flow_id"":""55f0f439-ac78-4c28-abb3-b02ca1bb0d90"",""src_ip"":""10.0.254.104"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":41,""http_content_type"":""application/json; charset=utf-8"",""form_data"":""userName=jerrold.reddick&groupName=Remote Desktop Users"",""site"":""10.0.0.176"",""http_method"":""POST"",""http_referrer"":""http://10.0.0.176/users/checkGroupMembership"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/api/v1/addUserToGroup"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"",""protocol_stack"":""ip:tcp:http""}","Privilege Escalation, Persistence","Exploitation for Privilege Escalation, Account Manipulation"
2018_T01_023,t1-vdi-kali02,Attacker,root 21835 0 5.0 00:00:00 0.3 29908 488652 pts/0 S 00:02 docker run_-d_-p_443:443_--name_openvas_mikesplain/openvas,Discovery,Network Service Scanning
2018_T01_024,t1-vdi-kali06,Attacker,root 13487 1 0.0 00:00:00 0.0 2468 17368 pts/0 S 00:26 unicornscan -i_ens4_-mT_10.0.0.10:a_-l_/root/.onetwopunch/udir/10.0.0.10-tcp.txt,Discovery,Network Service Scanning
